model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,25,1,1,80,1280,6400,0,0,0.004998789845056963,-0.004056076997381336,0.000990687888321294,0.008064178954117006,0,none,,,1.979936107543459,none
particle,25,1,1,80,1280,6400,0,0,0.0006873219284827723,0.0068029200315827265,0.00016847262292035134,-0.006284070726020306,0,none,,,1.98363124592656,none
franken,25,1,1,80,1280,6400,0,0,0.003811866172464742,0.02826981373540302,0.0014837837581276802,-0.025941731321065958,0,none,,,1.9832766310152938,none
ideal,25,1,2,80,1280,6400,0,0,0.004397878044796988,0.013042293636765484,0.0017689876320019053,-0.0104134032239704,0,none,,,2.050623732978258,none
particle,25,1,2,80,1280,6400,0,0,3.437220673196026,-0.6783794463079401,3.0192203008538554,1.0963798186501104,0,none,0.191226927,,4.5469792449260025,none
franken,25,1,2,80,1280,6400,0,0,3.4941884412491175,-0.6709397727054067,3.077095092463618,1.0880331214909063,0,none,0.214281685,,4.57893377380027,none
ideal,25,1,3,80,1280,6400,0,0,0.005928488585942103,-0.007210721750791377,0.0019412016105133266,0.011198008726220154,0,none,,,3.026304143629689,none
particle,25,1,3,80,1280,6400,0,0,3.312371529246974,-0.3900786337227564,2.8833703843121063,0.8190797786576234,0,none,0.070014828,,4.531181377565474,none
franken,25,1,3,80,1280,6400,0,0,3.520173503195879,-0.4151503225848202,3.154650673726286,0.7806731520544137,0,none,0.013053787,,3.9812242754121634,none
ideal,25,1,4,80,1280,6400,0,0,0.006251101572323629,-0.004355482762613216,0.0027606352559794312,0.007845949078957415,0,none,,,3.4214461122460182,none
particle,25,1,4,80,1280,6400,0,0,3.996851467014907,-0.4525876785108811,3.5360581664354114,0.913380979090377,0,none,0.101950261,,5.098527701089927,none
franken,25,1,4,80,1280,6400,0,0,3.525367268110747,-0.31387489340594177,3.1380647496085263,0.7011774119081629,0,none,0.013852904,,4.679041992783703,none
ideal,25,1,5,80,1280,6400,0,0,0.007314909135904889,-0.012277297630399447,0.004619862289695398,0.01497234447660894,0,none,,,2.482551293446232,none
particle,25,1,5,80,1280,6400,0,0,15.48468522547225,-0.20903672296294412,14.98654640031625,0.7071755481189428,0,none,0.078272025,,5.82867053956665,none
franken,25,1,5,80,1280,6400,0,0,8.187610240761169,-0.23649889788108408,7.796274486350937,0.6278346522913179,0,none,0.013020233,,5.100110158082307,none
ideal,25,1,6,80,1280,6400,0,0,0.004842956703247435,0.0060321102304914664,0.0019854893371467823,-0.0031746428643908142,0,none,,,2.7567515906022133,none
particle,25,1,6,80,1280,6400,0,0,5.1751079142377465,0.2156057570632717,4.793462182986144,0.1660399741883309,0,none,0.10845922,,5.018788353939052,none
